PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,CRIME-CHILDREN,CRIME-THEFT,CRIME RATE,Estimate,COMMI,RENT
P05717,Karapakkam,1676,36,2,2,4,No,2.6,3.7,3.15,4343880,72398,7239.8
P00953,Chrompet,1283,62,2,1,4,Yes,3.3,3.3,3.3,3189920,186995,18699.5
P01301,T Nagar,1841,56,2,1,5,No,4.2,5,4.6,3194840,184317,18431.7
P07032,Adyar,759,118,1,1,2,Yes,2.9,2.3,2.6,2288450,62412,6241.2
P09312,Velachery,1532,156,2,1,4,Yes,2.4,2.2,2.3,2446660,94709,9470.9
P02357,Velachery,1714,31,2,1,4,Yes,2.2,3.8,3,4281600,98806,9880.6
P00029,Anna Nagar,1505,175,1,1,4,No,2.2,3,2.6,3518720,226203,22620.3
P06760,KK Nagar,1886,192,3,2,5,No,3,3.4,3.2,4857780,253930,25393
P03206,Velachery,1537,84,2,1,4,No,4.6,2.9,3.75,3667430,122248,12224.8
P08261,Velachery,1686,100,2,1,4,Yes,2.3,3.7,3,4222490,228243,22824.3
P07838,KK Nagar,1533,108,2,1,4,Yes,2.7,4.1,3.4,6551780,356075,35607.5
P03558,Anna Nagar,1565,64,1,1,4,Yes,3,3.7,3.35,3895800,77916,7791.6
P03700,Karapakkam,1098,175,1,1,3,Yes,4.4,3.6,4,3208730,135480,13548
P06412,KK Nagar,1434,4,2,1,4,Yes,4.7,4.1,4.4,5405390,193050,19305
P04043,KK Nagar,2176,58,3,2,5,No,3.1,3.5,3.3,3869560,164163,16416.3
P03850,KK Nagar,1596,186,2,1,4,No,2.1,2.1,2.1,3207380,82475,8247.5
P05426,Karapakkam,987,77,1,1,3,No,2.3,4.9,3.6,2686270,158421,15842.1
P00178,Chrompet,1036,115,1,1,3,No,4.6,2.3,3.45,2269710,96026,9602.6
P03363,Chrompet,863,152,1,1,3,Yes,4.7,4.2,4.45,3103080,34479,3447.9
P01018,Anna Nagar,1960,26,2,1,5,No,4.1,3.1,3.6,4944190,151073,15107.3
P00572,Chrompet,771,87,1,1,2,Yes,4.4,4.1,4.25,2903230,93653,9365.3
P02373,Chrompet,1015,32,1,1,3,Yes,4.4,4.7,4.55,3290250,39483,3948.3
P04813,Karapakkam,1509,22,2,2,4,No,2.5,3,2.75,3025670,162921,16292.1
P05372,Karapakkam,1059,80,1,1,3,Yes,4.2,4.2,4.2,2289020,58443,5844.3
P04285,Karapakkam,1398,175,2,2,4,Yes,3.4,2.3,2.85,4289140,139647,13964.7
P00459,Anna Nagar,1633,119,1,1,4,Yes,2,2.4,2.2,4748560,237428,23742.8
P02208,Chrompet,829,170,1,1,3,No,2.4,5,3.7,1627610,75121,7512.1
P08567,Velachery,1857,65,3,2,5,No,4.2,3,3.6,2701620,90054,9005.4
P07415,Anna Nagar,1988,82,2,1,5,Yes,2.2,3.8,3,7843690,425800,42580
P02413,KK Nagar,1552,135,2,1,4,No,2.8,3.6,3.2,4226000,122084,12208.4
P02586,Karapakkam,1404,134,2,2,4,No,4.6,2,3.3,3918500,164577,16457.7
P05842,Chrompet,1007,85,1,1,3,Yes,2.2,5,3.6,2941000,117640,11764
P05225,Velachery,1617,180,2,1,4,No,4.4,2,3.2,5085950,178695,17869.5
P03024,Karapakkam,1382,172,2,2,4,No,3.5,2.7,3.1,3723830,199815,19981.5
P04596,Karapakkam,566,28,1,1,2,No,3.8,4.9,4.35,1188680,31698,3169.8
P01389,Anna Nagar,1939,13,2,1,5,Yes,4.9,4.1,4.5,4013070,178359,17835.9
P03708,Velachery,1528,65,2,1,4,No,4.2,4.2,4.2,2491590,70076,7007.6
P08783,Adyar,1288,137,2,2,4,No,4.4,4.4,4.4,3093760,29004,2900.4
P06624,Chrompet,1247,184,2,1,4,No,4.3,5,4.65,4156000,42993,4299.3
P02243,KK Nagar,2217,41,3,2,5,No,2.8,4.9,3.85,7760160,327651,32765.1
P00020,Chrompet,753,57,1,1,2,No,2.8,2.8,2.8,1793470,63639,6363.9
P05876,Karapakkam,1180,54,1,1,3,No,2.9,3.8,3.35,2674980,129696,12969.6
P07232,Adyar,1079,81,1,1,3,Yes,2.1,3.3,2.7,2611130,75807,7580.7
P02855,Velachery,1618,115,2,1,4,Yes,5,3.7,4.35,3953100,202723,20272.3
P09303,Adyar,878,126,1,1,3,Yes,2,2.8,2.4,3481770,106387,10638.7
P02015,Karapakkam,1640,150,2,2,4,Yes,3.1,4.2,3.65,3220470,161024,16102.4
P05454,KK Nagar,1537,110,2,1,4,No,4.9,3.5,4.2,6291790,187415,18741.5
P07348,T Nagar,1510,90,1,1,4,Yes,3.2,3.4,3.3,4587630,108654,10865.4
P03637,Anna Nagar,1543,71,1,1,4,Yes,3,4.6,3.8,3962830,93243,9324.3
P00263,Chrmpet,1261,179,2,1,4,No,3,4.8,3.9,2030440,120322,12032.2
P02270,Anna Nagar,1607,16,1,1,4,No,2.8,2.6,2.7,4531940,194226,19422.6
P06691,Adyar,1178,80,1,1,3,No,3.3,4.4,3.85,2581170,15183,1518.3
P04068,Karapakkam,660,45,1,1,2,No,2.3,3,2.65,2708260,111108,11110.8
P04812,Chrompet,974,67,1,1,3,No,3.4,4.9,4.15,2485820,97926,9792.6
P05806,KK Nagar,1851,111,3,2,5,No,2.7,3.9,3.3,7749450,126522,12652.2
P08297,Chrompet,722,26,1,1,2,Yes,2,2.9,2.45,2869800,86964,8696.4
P09086,Anna Nagar,1719,54,1,1,4,No,4.3,2.6,3.45,8149460,346352,34635.2
P00775,Chrompet,989,97,1,1,3,Yes,2.6,4.7,3.65,3352940,146691,14669.1
P06970,Velachery,1988,19,3,2,5,No,2.3,3.8,3.05,5590390,232933,23293.3
P07630,Adyar,712,170,1,1,2,No,2.4,2.8,2.6,2988570,119543,11954.3
P06558,Karapakkam,696,73,1,1,2,No,2.2,4.6,3.4,1524940,36117,3611.7
P01847,Karapakkam,1242,191,1,1,3,Yes,3.8,3.7,3.75,4675710,233786,23378.6
P04412,Karapakkam,911,47,1,1,3,No,2.6,2.9,2.75,2031660,91753,9175.3
P05028,Velachery,1703,78,2,1,4,No,2.5,4.6,3.55,2983540,162739,16273.9
P04089,Karapakkam,884,115,1,1,2,No,2.9,2.8,2.85,1596180,77652,7765.2
P03672,Chrompet,1063,28,1,1,3,Yes,4.3,2,3.15,2786510,59711,5971.1
P05147,Adyar,795,46,1,1,2,Yes,4.1,4.1,4.1,3011450,118873,11887.3
P08288,Chrompet,1148,106,1,1,3,Yes,2.3,2.5,2.4,3310700,79913,7991.3
P01330,Chrompet,916,187,1,1,3,Yes,2.8,2.9,2.85,3563330,80462,8046.2
P04020,Chrompet,1041,28,1,1,3,Yes,2.8,2.4,2.6,2699670,97188,9718.8
P07516,Adyar,925,22,1,1,3,No,3,2.5,2.75,3127910,60540,6054
P03129,KK Nagar,2170,98,3,2,5,Yes,4,3.1,3.55,5096990,151532,15153.2
P07204,Chrompet,989,182,1,1,3,Yes,4,4.7,4.35,4457940,148598,14859.8
P02045,Chrompet,1170,129,1,1,3,No,4.4,3.4,3.9,2549530,147089,14708.9
P08996,T Nagar,1967,198,2,1,5,Yes,3.7,2.7,3.2,4959580,201483,20148.3
P00574,Chrompet,1166,9,1,1,3,No,4.2,3.5,3.85,2469610,79027,7902.7
P02149,KK Nagar,2199,167,3,2,5,No,4.7,4.1,4.4,3996190,172808,17280.8
P09851,Velachery,1894,13,3,2,5,Yes,4.7,3.8,4.25,5343600,125732,12573.2
P00509,Anna Nagar,1910,158,2,1,5,Yes,4.7,5,4.85,9001070,112513,11251.3
P00136,T Nagar,1746,119,1,1,4,No,4.7,2.9,3.8,4985980,179495,17949.5
P02618,Anna Nagar,1899,151,2,1,5,Yes,3.7,4.6,4.15,4104200,259932,25993.2
P07265,Adyar,1111,50,1,1,3,No,2.1,4.8,3.45,3065170,110687,11068.7
P00855,T Nagar,1897,38,2,1,5,Yes,4.1,2.7,3.4,6002840,165078,16507.8
P03046,Karapakkam,1263,136,1,1,3,Yes,2.4,2.7,2.55,3544980,88625,8862.5
P10026,Velachery,1672,7,2,1,4,Yes,3.4,5,4.2,3232940,101607,10160.7
P00177,Chrompet,823,28,1,1,3,Yes,4,3.6,3.8,2764130,43190,4319
P09301,Adyar,636,102,1,1,2,Yes,2.5,2.3,2.4,2778240,46304,4630.4
P03284,Karapakkam,1461,157,2,2,4,No,3.9,4.2,4.05,2651700,220975,22097.5
P06088,Chrompet,1085,184,1,1,3,No,4.4,2.4,3.4,2180430,54511,5451.1
P01106,Chrompet,767,5,1,1,2,No,2.1,3.4,2.75,2256070,96689,9668.9
P05623,Velachery,1740,4,2,1,4,Yes,2.2,2.2,2.2,4139020,137967,13796.7
P01357,Anna Nagar,1548,119,1,1,4,Yes,2.7,3.1,2.9,6319930,210664,21066.4
P00215,Anna Nagar,1526,89,1,1,4,No,4.7,4.8,4.75,5490720,199663,19966.3
P05023,Anna Nagar,1627,105,1,1,4,No,3.1,4.1,3.6,5523240,312984,31298.4
P02983,Karapakkam,1585,36,2,2,4,No,3.5,4.5,4,2343600,62496,6249.6
P05782,Adyar,1011,200,1,1,3,Yes,4.9,2.2,3.55,2875170,53910,5391
P05733,Velachery,1729,182,2,1,4,Yes,3.1,3.8,3.45,5694310,323191,32319.1
P02670,Karapakkam,1507,132,2,2,4,Yes,2.6,3.7,3.15,3203810,82384,8238.4
P08342,Chrompet,941,17,1,1,3,Yes,2.6,2.8,2.7,2697410,33718,3371.8
P09732,Velachery,1646,111,2,1,4,Yes,2.4,4.4,3.4,4090250,190878,19087.8
P05262,KK Nagar,2182,90,3,2,5,No,2.6,3.5,3.05,4607340,242492,24249.2
P05661,Karapakkam,1362,139,2,2,4,Yes,3.4,4.5,3.95,3929090,170830,17083
P07639,Anna Nagar,1509,194,1,1,4,No,4.2,2.1,3.15,3109550,161696,16169.6
P08096,Chrompet,1045,79,1,1,3,No,2.9,3.5,3.2,3933040,159780,15978
P09511,Anna Nagar,1646,61,1,1,4,Yes,2.1,5,3.55,4577520,280558,28055.8
P00822,Chrompet,1191,10,1,1,3,Yes,4.6,3.6,4.1,3475310,112107,11210.7
P06290,Velachery,1702,18,2,1,4,Yes,2.5,3.6,3.05,3447020,106062,10606.2
P06505,Anna Nagar,1920,93,2,1,5,No,2.1,3.3,2.7,4160650,161803,16180.3
P07653,KK Nagar,1732,31,2,1,4,Yes,2.4,3.3,2.85,3887960,148113,14811.3
P06447,T Nagar,1839,58,2,1,5,No,4.7,2.6,3.65,5775570,123762,12376.2
P04980,Karapakkam,1661,38,2,2,4,Yes,4,4.3,4.15,3496820,191492,19149.2
P05638,Anna Nagar,1678,49,1,1,4,Yes,4.6,4.5,4.55,3492700,209562,20956.2
P07544,KK Nagar,1308,178,1,1,3,No,4.2,5,4.6,3745960,209077,20907.7
P01335,Chrompet,837,17,1,1,3,Yes,4.4,4.3,4.35,2877630,31974,3197.4
P05311,Chrompet,826,160,1,1,3,Yes,2.8,4.6,3.7,2427220,33479,3347.9
P03627,Karapakkam,1691,151,2,2,4,Yes,2.1,2,2.05,4017030,119656,11965.6
P03784,Karapakkam,720,49,1,1,2,Yes,3.8,2.1,2.95,2676870,63735,6373.5
P01464,Anna Nagar,1607,0,1,1,4,No,3.2,3.8,3.5,5025460,188455,18845.5
P01171,Chrompet,1277,52,2,1,4,Yes,3.2,3,3.1,2845560,126469,12646.9
P07123,KK Nagar,1464,116,2,1,4,Yes,2.7,3.1,2.9,3353900,246610,24661
P09662,Velachery,1968,32,3,2,5,Yes,3.6,2.1,2.85,5133400,280004,28000.4
P03540,Velachery,1576,19,2,1,4,No,4.8,2.1,3.45,2905960,111110,11111
P05302,Karapakkam,877,56,1,1,2,Yes,2.3,5,3.65,3025800,128758,12875.8
P08705,Adyar,1118,164,1,1,3,Yes,3,2,2.5,2711220,90374,9037.4
P06665,Chrompet,844,11,1,1,3,No,2.7,4.5,3.6,1656630,92771,9277.1
P04037,Karapakkam,1045,66,1,1,3,Yes,3.5,5,4.25,3819690,265256,26525.6
P00325,Chrompet,998,167,1,1,3,No,3.1,4.2,3.65,2667920,73598,7359.8
P08837,Chrompet,1136,65,1,1,3,No,3.9,4.9,4.4,3843490,37195,3719.5
P05445,Karapakkam,1642,112,2,2,4,No,3.8,4.5,4.15,5462100,104040,10404
P00292,Chrompet,897,196,1,1,3,Yes,4.8,2.3,3.55,2643770,59698,5969.8
P05044,Karapakkam,1383,1,2,2,4,Yes,2.9,3.6,3.25,5013430,87190,8719
P03002,Adyar,732,41,1,1,2,Yes,2.4,2.2,2.3,1952600,79324,7932.4
P05551,KK Nagar,1512,57,2,1,4,Yes,4.6,2.4,3.5,4336180,131094,13109.4
P01037,T Nagar,1709,86,1,1,4,Yes,4.8,2.3,3.55,6733200,142825,14282.5
P02316,Karapakkam,1442,22,2,2,4,No,4.1,3.8,3.95,3633130,174390,17439
P07532,KK Nagar,2185,20,3,2,5,No,3,3.8,3.4,7169520,316793,31679.3
P02051,Karapakkam,1660,107,2,2,4,Yes,3.8,5,4.4,3836720,99012,9901.2
P00817,Chrompet,964,60,1,1,3,No,4.9,4.1,4.5,3269670,96879,9687.9
P05975,Karapakkam,718,38,1,1,2,Yes,3.2,4.6,3.9,3177810,220681,22068.1
P09942,Velachery,1507,94,2,1,4,Yes,4.6,3.1,3.85,2486560,138142,13814.2
P00488,Chrompet,837,0,1,1,3,Yes,3.4,2.5,2.95,3229860,138422,13842.2
P03977,Velachery,1542,141,2,1,4,Yes,2.1,3.6,2.85,3097470,146269,14626.9
P07179,Chrompet,1125,109,1,1,3,No,3.9,2.6,3.25,3820200,101872,10187.2
P04074,Adyar,1036,142,1,1,3,Yes,3.7,4.9,4.3,3088910,61778,6177.8
P04318,Anna Nagar,1886,18,2,1,5,No,3.1,2.4,2.75,5463090,154087,15408.7
P07771,Chrompet,907,108,1,1,3,No,2.1,2.3,2.2,3316910,32099,3209.9
P06431,T Nagar,1790,153,1,1,4,No,2.8,3.7,3.25,3370650,181497,18149.7
P00647,Chrompet,991,4,1,1,3,Yes,4.8,3.4,4.1,4456580,162058,16205.8
P03725,KK Nagar,2076,115,3,2,5,Yes,2.9,2.4,2.65,4830430,195828,19582.8
P00359,T Nagar,1964,181,2,1,5,Yes,3,3.2,3.1,5169240,272821,27282.1
P03884,Karapakkam,836,54,1,1,2,Yes,2.5,3.1,2.8,2830750,107569,10756.9
P04772,Karapakkam,812,131,1,1,2,Yes,2.6,2.3,2.45,2179770,154693,15469.3
P04202,Adyar,876,39,1,1,3,Yes,2.6,4.8,3.7,2838030,22405,2240.5
P07384,Velachery,1647,84,2,1,4,Yes,2.4,5,3.7,4235670,78026,7802.6
P09375,Velachery,1837,195,3,2,5,No,2.7,3.3,3,2971120,99037,9903.7
P02603,Adyar,906,83,1,1,3,Yes,3.2,4.5,3.85,3025950,9761,976.1
P05744,Velachery,1516,176,2,1,4,Yes,4.4,3.4,3.9,3960380,114979,11497.9
P00454,Chrompet,749,97,1,1,2,Yes,5,3.6,4.3,2698320,53966,5396.6
P03580,Chrompet,706,70,1,1,2,Yes,4.7,2.1,3.4,3145680,40589,4058.9
P01351,Chrompet,1226,115,2,1,4,No,3.4,3.9,3.65,3236500,129460,12946
P05632,Adyar,809,40,1,1,3,No,4,4,4,3250190,40627,4062.7
P02658,KK Nagar,2351,111,4,2,6,No,2,4,3,5611750,234910,23491
P03487,Anna Nagar,1683,78,1,1,4,No,5,2.4,3.7,3885540,57140,5714
P05745,Adyar,735,171,1,1,2,Yes,2.4,3.2,2.8,2690530,7272,727.2
P08616,T Nagar,1887,92,2,1,5,Yes,2.9,2.6,2.75,7878870,282831,28283.1
P00575,Chrompet,1113,36,1,1,3,Yes,2.4,2.8,2.6,2675010,41154,4115.4
P00782,Anna Nagar,1744,91,1,1,4,No,4,4.9,4.45,4508490,184964,18496.4
P09266,Adyar,657,59,1,1,2,No,2.2,4.7,3.45,1917020,60537,6053.7
P05541,Velachery,1609,52,2,1,4,Yes,4.9,2.1,3.5,3114040,132111,13211.1
P07213,Chrompet,915,194,1,1,3,No,4.2,4,4.1,3725840,96151,9615.1
P03123,Adyar,1211,130,2,2,4,No,3.5,4.8,4.15,2652740,83771,8377.1
P01741,Adyar,1131,153,1,1,3,No,3,3,3,2675540,8631,863.1
P04336,KK Nagar,1488,156,2,1,4,No,3.7,2.3,3,4614650,122430,12243
P02060,KK Nagar,2377,85,4,2,6,No,2.2,4.1,3.15,7440590,305255,30525.5
P04800,Adyar,1271,67,2,2,4,Yes,2.1,4.7,3.4,3836510,157974,15797.4
P01707,Adyar,888,126,1,1,3,Yes,4.3,3.4,3.85,2787220,69681,6968.1
P06617,Chrompet,701,77,1,1,2,Yes,4.7,2.9,3.8,2196040,61764,6176.4
P08260,KK Nagar,1551,107,2,1,4,Yes,3,2.5,2.75,3464500,122934,12293.4
P07352,Chrompet,1129,25,1,1,3,Yes,3.5,3.4,3.45,3403920,183288,18328.8
P01510,Karapakkam,1023,17,1,1,3,Yes,4.1,4.2,4.15,1527330,44342,4434.2
P06564,Karapakkam,1448,40,2,2,4,Yes,2.2,4.8,3.5,6026920,248938,24893.8
P08889,Chrompet,976,62,1,1,3,Yes,3.9,4.1,4,2523320,84111,8411.1
P07268,Velachery,1835,66,3,2,5,No,2.5,3.7,3.1,4181990,232333,23233.3
P08641,Adyar,1016,63,1,1,3,No,2.1,4.1,3.1,4352610,161668,16166.8
P03743,Velachery,1804,14,3,2,5,No,4.1,4.4,4.25,2820900,99561,9956.1
P08861,Chrompet,1202,16,2,1,4,No,4.2,4.7,4.45,2990160,140164,14016.4
P07687,Chrompet,828,121,1,1,3,Yes,3.7,4.3,4,2922980,27403,2740.3
P06080,Karapakkam,1221,178,1,1,3,No,4.1,4.4,4.25,1868720,78366,7836.6
P01691,Karapakkam,1150,10,1,1,3,Yes,4.1,4.9,4.5,3725470,129251,12925.1
P03308,Karapakkam,1029,22,1,1,3,No,3.2,2.9,3.05,3042880,139972,13997.2
P00113,T Nagar,1531,41,1,1,4,No,3.7,2.4,3.05,3602940,148356,14835.6
P04949,Chrompet,725,43,1,1,2,No,2.5,4,3.25,2718560,25487,2548.7
P04243,Karapakkam,1084,135,1,1,3,Yes,3.8,4.8,4.3,4306160,95693,9569.3
P04199,KK Nagar,2280,192,4,2,6,Yes,3.2,3.8,3.5,3795650,225367,22536.7
P02919,Velachery,1782,167,2,1,4,Yes,4.9,3.1,4,4510940,195474,19547.4
P06267,Chrompet,1041,32,1,1,3,No,4.4,5,4.7,2000610,118554,11855.4
P07383,KK Nagar,1808,167,3,2,5,No,4.3,4.2,4.25,4503470,319601,31960.1
P05429,KK Nagar,1590,186,2,1,4,No,4.4,2.9,3.65,6235390,318698,31869.8
P07746,Chrompet,729,142,1,1,2,No,2.7,3.1,2.9,2616610,164750,16475
P08241,Anna Nagar,1978,161,2,1,5,Yes,4.3,2,3.15,4023620,249742,24974.2
P00774,Chrompet,1257,53,2,1,4,No,4.5,4.2,4.35,2983840,125129,12512.9
P02143,Adyar,1104,41,1,1,3,Yes,3,3.3,3.15,5161610,206465,20646.5
P00054,Anna Nagar,1933,29,2,1,5,No,4.3,4.2,4.25,4792090,278250,27825
P05676,Chrompet,1294,62,2,1,4,No,3.6,3.6,3.6,3146350,40598,4059.8
P05875,Karapakkam,796,68,1,1,2,No,2.5,2.8,2.65,1663920,98795,9879.5
P05395,Adyar,1030,16,1,1,3,Yes,3.9,5,4.45,4137810,167749,16774.9
P07026,Chrompet,1023,71,1,1,3,Yes,4.2,4,4.1,2448080,81603,8160.3
P09598,Velachery,1802,45,3,2,5,No,4.8,2,3.4,2937040,106801,10680.1
P09339,T Nagar,1799,125,1,1,4,Yes,3.6,3.1,3.35,5556970,288139,28813.9
P03381,Karapakkam,1143,16,1,1,3,No,3.1,4.1,3.6,2782350,157667,15766.7
P08655,Chrompet,1300,183,2,1,4,Yes,3.9,4.2,4.05,3555960,227582,22758.2
P02719,Karapakkam,841,66,1,1,2,No,2.3,4.8,3.55,2525990,157021,15702.1
P06426,Chrompet,988,190,1,1,3,Yes,3.5,3.5,3.5,3145730,89878,8987.8
P06890,KK Nagar,2059,24,3,2,5,Yes,4.6,3.3,3.95,4370360,317844,31784.4
P02086,Karapakkam,1397,99,2,2,4,No,3.3,4.3,3.8,2582220,74968,7496.8
P00830,Chrompet,933,17,1,1,3,No,3.7,4.6,4.15,1798840,80638,8063.8
P06941,KK Nagar,2124,154,3,2,5,No,4.5,4.6,4.55,8116720,215342,21534.2
P02557,Karapakkam,1665,41,2,2,4,No,3.7,4.8,4.25,4491530,218818,21881.8
P07158,Velachery,1588,134,2,1,4,No,3.1,2.4,2.75,5203980,159011,15901.1
P08899,Chrompet,1110,119,1,1,3,Yes,4.7,4,4.35,2647850,91305,9130.5
P10027,Velachery,1853,138,3,2,5,Yes,3.6,2.4,3,3281700,94996,9499.6
P03382,Karapakkam,596,45,1,1,2,No,4.7,4.3,4.5,1244530,49202,4920.2
P02619,Karapakkam,1412,81,2,2,4,No,2.6,2.3,2.45,4945810,168368,16836.8
P01966,Chrompet,1244,193,2,1,4,Yes,4.8,4.8,4.8,4548520,190744,19074.4
P01898,KK Nagar,1851,178,3,2,5,No,2.3,4.7,3.5,7176870,358843,35884.3
P08328,T Nagar,1845,58,2,1,5,No,3.7,2.5,3.1,4854060,171320,17132
P08153,Adyar,815,19,1,1,3,No,4.1,3.4,3.75,3403720,42546,4254.6
P03374,Karapakkam,973,195,1,1,3,Yes,4,2.5,3.25,2272570,58647,5864.7
P02884,Karapakkam,1430,162,2,2,4,Yes,3.6,2.2,2.9,4921630,118119,11811.9
P04956,Karapakkam,1674,180,2,2,4,No,4.4,2.8,3.6,3088680,73540,7354
P03101,Chrompet,1036,34,1,1,3,No,2.4,2.2,2.3,2290280,42413,4241.3
P02129,Karapakkam,1626,45,2,2,4,No,3.6,2.2,2.9,3633000,83040,8304
P08409,Anna Nagar,1807,98,2,1,5,No,4.3,5,4.65,3521370,154940,15494
P04789,Velachery,1814,182,3,2,5,Yes,2.5,3.8,3.15,3650980,182549,18254.9
P06595,Anna Nagar,1834,89,2,1,5,No,4.5,3.5,4,5120390,83033,8303.3
P08818,Anna Nagar,1774,186,1,1,4,Yes,3.5,4,3.75,6688940,275427,27542.7
P00049,Anna Nagar,1519,147,1,1,4,Yes,2.7,3.7,3.2,6554120,200265,20026.5
P08666,Chrompet,1222,173,2,1,4,No,2.8,3.1,2.95,3857240,205719,20571.9
P05554,Velachery,1504,99,2,1,4,No,2,3.9,2.95,4194150,179749,17974.9
P07193,KK Nagar,2414,129,4,2,6,Yes,2.4,2.8,2.6,6580510,255163,25516.3
P09408,Adyar,897,77,1,1,3,Yes,2.5,4.1,3.3,3782180,145469,14546.9
P04719,Velachery,1996,155,3,2,5,Yes,4.6,4.8,4.7,3843150,221272,22127.2
P04932,Velachery,1665,24,2,1,4,No,3.2,3.4,3.3,2348150,151494,15149.4
P08708,Anna Nagar,1768,1,1,1,4,Yes,2.7,4.8,3.75,7376170,389298,38929.8
P02340,KK Nagar,1602,32,2,1,4,No,3,4.3,3.65,6050900,107572,10757.2
P03249,KK Nagar,2461,102,4,2,6,No,4.6,3.5,4.05,4949720,111369,11136.9
P06831,KK Nagar,1830,134,3,2,5,No,2.8,4.5,3.65,4216720,210836,21083.6
P08001,Chrompet,823,14,1,1,3,No,3.2,2.5,2.85,2384610,122844,12284.4
P03973,Karapakkam,677,19,1,1,2,Yes,2.9,3.6,3.25,1519180,99832,9983.2
P00444,Chrompet,875,159,1,1,3,Yes,4.7,2.7,3.7,3474240,147392,14739.2
P04158,Velachery,1581,99,2,1,4,No,4.1,3.7,3.9,3246000,153283,15328.3
P05855,KK Nagar,2330,16,4,2,6,Yes,3.5,2.7,3.1,4637030,231852,23185.2
P07262,KK Nagar,2284,86,4,2,6,No,3.4,2,2.7,4507050,94885,9488.5
P05559,Karapakkam,632,134,1,1,2,Yes,2.6,4.8,3.7,2183420,128766,12876.6
P05021,Adyar,966,130,1,1,3,Yes,2.7,4,3.35,3423660,70229,7022.9
P04934,KK Nagar,2277,0,4,2,6,No,4.2,2,3.1,7404730,423127,42312.7
P04829,Karapakkam,675,113,1,1,2,No,3.6,3.2,3.4,2596590,57702,5770.2
P00660,Chrompet,755,20,1,1,2,Yes,4.6,3.6,4.1,2897180,81483,8148.3
P03892,KK Nagar,1395,163,2,1,4,Yes,4.1,3.1,3.6,4377640,177842,17784.2
P01406,Chrompet,722,0,1,1,2,No,4.2,3.1,3.65,2526310,93567,9356.7
P01094,Chrompet,982,91,1,1,3,Yes,2.7,2.6,2.65,2566090,115032,11503.2
P05683,Velachery,1814,160,3,2,5,No,4.2,4.2,4.2,3543250,182531,18253.1
P07631,Chrompet,1123,199,1,1,3,No,2.6,2.8,2.7,2858550,103947,10394.7
P00484,Anna Nagar,1639,74,1,1,4,No,2.8,2.7,2.75,4721320,226623,22662.3
P05440,Karapakkam,910,139,1,1,3,No,5,5,5,2858240,103936,10393.6
P04666,Anna Nagar,1814,176,2,1,5,Yes,2.8,4.8,3.8,4717850,166512,16651.2
P08189,Adyar,732,108,1,1,2,No,3.7,3.8,3.75,3420980,68420,6842
P09308,Velachery,1661,68,2,1,4,No,5,3.5,4.25,2199790,91658,9165.8
P05750,KK Nagar,1601,180,2,1,4,No,2.8,4.8,3.8,4634680,227005,22700.5
P00197,Chrompet,791,70,1,1,2,Yes,3.5,2.6,3.05,3742560,181458,18145.8
P01039,Chrompet,1159,171,1,1,3,No,4.4,2.9,3.65,3177350,174242,17424.2
P09092,Velachery,1616,136,2,1,4,No,3.5,2.6,3.05,2572700,101349,10134.9
P06411,Chrompet,767,25,1,1,2,No,3.7,2.6,3.15,2396800,57523,5752.3
P04634,Karapakkam,650,149,1,1,2,Yes,3,3,3,2880270,93414,9341.4
P09504,Anna Nagar,1580,112,1,1,4,No,3.9,5,4.45,5688070,156912,15691.2
P01248,Chrompet,757,176,1,1,2,No,2.3,4.7,3.5,2441040,66574,6657.4
P00972,T Nagar,1897,42,2,1,5,No,3.7,2.7,3.2,4887330,141475,14147.5
P00715,Chrompet,1023,157,1,1,3,No,3.5,2.4,2.95,3093060,71378,7137.8
P02242,T Nagar,1632,67,1,1,4,No,4.5,4.3,4.4,3615130,151602,15160.2
P07921,Chrompet,913,148,1,1,3,Yes,4.7,2.3,3.5,2407400,40123,4012.3
P00696,Chrompet,1251,66,2,1,4,No,2.2,4.3,3.25,3809320,56434,5643.4
P08880,Chrompet,907,34,1,1,3,Yes,2.9,2.2,2.55,2617120,56081,5608.1
P07657,Adyar,1078,29,1,1,3,No,4.8,2.3,3.55,2260140,33237,3323.7
P06355,Karapakkam,908,152,1,1,3,No,4.4,2.3,3.35,2300850,127825,12782.5
P06033,Karapakkam,1635,18,2,2,4,No,4.7,2.9,3.8,2488540,135092,13509.2
P00383,Chrompet,705,42,1,1,2,No,2.6,2.3,2.45,1887820,20227,2022.7
P09085,T Nagar,1681,109,1,1,4,No,5,2.1,3.55,6718640,217902,21790.2
P06524,Karapakkam,1276,25,1,1,3,No,2.3,2.8,2.55,2729270,157140,15714
P01567,KK Nagar,2100,65,3,2,5,Yes,3.3,3.6,3.45,4650520,267405,26740.5
P09132,Chrompet,756,145,1,1,2,No,4.6,3.2,3.9,2000430,125953,12595.3
P00940,T Nagar,1966,54,2,1,5,No,3.5,4.6,4.05,4890820,137946,13794.6
P08171,Anna Nagar,1722,7,1,1,4,Yes,3.4,2,2.7,5141640,205666,20566.6
P00456,T Nagar,1626,72,1,1,4,No,2.7,2,2.35,4840990,60512,6051.2
P04128,Velachery,1981,164,3,2,5,No,4.4,3.2,3.8,2393830,99743,9974.3
